date_key	year	quarter	month	month_name	day	day_of_week	iso_week
2025-06-13	2025	2	6	June	13	Friday	24
2025-06-14	2025	2	6	June	14	Saturday	24
2025-06-15	2025	2	6	June	15	Sunday	24
2025-06-16	2025	2	6	June	16	Monday	25
2025-06-17	2025	2	6	June	17	Tuesday	25
2025-06-18	2025	2	6	June	18	Wednesday	25
2025-06-19	2025	2	6	June	19	Thursday	25
2025-06-20	2025	2	6	June	20	Friday	25
2025-06-21	2025	2	6	June	21	Saturday	25
2025-06-22	2025	2	6	June	22	Sunday	25
2025-06-23	2025	2	6	June	23	Monday	26
2025-06-24	2025	2	6	June	24	Tuesday	26
2025-06-25	2025	2	6	June	25	Wednesday	26
2025-06-26	2025	2	6	June	26	Thursday	26
2025-06-27	2025	2	6	June	27	Friday	26
2025-06-28	2025	2	6	June	28	Saturday	26
2025-06-29	2025	2	6	June	29	Sunday	26
2025-06-30	2025	2	6	June	30	Monday	27
2025-07-01	2025	3	7	July	1	Tuesday	27
2025-07-02	2025	3	7	July	2	Wednesday	27
2025-07-03	2025	3	7	July	3	Thursday	27
2025-07-04	2025	3	7	July	4	Friday	27
2025-07-05	2025	3	7	July	5	Saturday	27
2025-07-06	2025	3	7	July	6	Sunday	27
2025-07-07	2025	3	7	July	7	Monday	28
2025-07-08	2025	3	7	July	8	Tuesday	28
2025-07-09	2025	3	7	July	9	Wednesday	28
2025-07-10	2025	3	7	July	10	Thursday	28
2025-07-11	2025	3	7	July	11	Friday	28
2025-07-12	2025	3	7	July	12	Saturday	28
2025-07-13	2025	3	7	July	13	Sunday	28
2025-07-14	2025	3	7	July	14	Monday	29
2025-07-15	2025	3	7	July	15	Tuesday	29
2025-07-16	2025	3	7	July	16	Wednesday	29
2025-07-17	2025	3	7	July	17	Thursday	29
2025-07-18	2025	3	7	July	18	Friday	29
2025-07-19	2025	3	7	July	19	Saturday	29
2025-07-20	2025	3	7	July	20	Sunday	29
2025-07-21	2025	3	7	July	21	Monday	30
2025-07-22	2025	3	7	July	22	Tuesday	30
2025-07-23	2025	3	7	July	23	Wednesday	30
2025-07-24	2025	3	7	July	24	Thursday	30
2025-07-25	2025	3	7	July	25	Friday	30
2025-07-26	2025	3	7	July	26	Saturday	30
2025-07-27	2025	3	7	July	27	Sunday	30
2025-07-28	2025	3	7	July	28	Monday	31
2025-07-29	2025	3	7	July	29	Tuesday	31
2025-07-30	2025	3	7	July	30	Wednesday	31
2025-07-31	2025	3	7	July	31	Thursday	31
2025-08-01	2025	3	8	August	1	Friday	31
2025-08-02	2025	3	8	August	2	Saturday	31
2025-08-03	2025	3	8	August	3	Sunday	31
2025-08-04	2025	3	8	August	4	Monday	32
2025-08-05	2025	3	8	August	5	Tuesday	32
2025-08-06	2025	3	8	August	6	Wednesday	32
2025-08-07	2025	3	8	August	7	Thursday	32
2025-08-08	2025	3	8	August	8	Friday	32
2025-08-09	2025	3	8	August	9	Saturday	32
2025-08-10	2025	3	8	August	10	Sunday	32
2025-08-11	2025	3	8	August	11	Monday	33
2025-08-12	2025	3	8	August	12	Tuesday	33
2025-08-13	2025	3	8	August	13	Wednesday	33
2025-08-14	2025	3	8	August	14	Thursday	33
2025-08-15	2025	3	8	August	15	Friday	33
2025-08-16	2025	3	8	August	16	Saturday	33
2025-08-17	2025	3	8	August	17	Sunday	33
2025-08-18	2025	3	8	August	18	Monday	34
2025-08-19	2025	3	8	August	19	Tuesday	34
2025-08-20	2025	3	8	August	20	Wednesday	34
2025-08-21	2025	3	8	August	21	Thursday	34
2025-08-22	2025	3	8	August	22	Friday	34
2025-08-23	2025	3	8	August	23	Saturday	34
2025-08-24	2025	3	8	August	24	Sunday	34
2025-08-25	2025	3	8	August	25	Monday	35
2025-08-26	2025	3	8	August	26	Tuesday	35
2025-08-27	2025	3	8	August	27	Wednesday	35
2025-08-28	2025	3	8	August	28	Thursday	35
2025-08-29	2025	3	8	August	29	Friday	35
2025-08-30	2025	3	8	August	30	Saturday	35
2025-08-31	2025	3	8	August	31	Sunday	35
2025-09-01	2025	3	9	September	1	Monday	36
2025-09-02	2025	3	9	September	2	Tuesday	36
2025-09-03	2025	3	9	September	3	Wednesday	36
2025-09-04	2025	3	9	September	4	Thursday	36
2025-09-05	2025	3	9	September	5	Friday	36
2025-09-06	2025	3	9	September	6	Saturday	36
2025-09-07	2025	3	9	September	7	Sunday	36
2025-09-08	2025	3	9	September	8	Monday	37
2025-09-09	2025	3	9	September	9	Tuesday	37
2025-09-10	2025	3	9	September	10	Wednesday	37
2025-09-11	2025	3	9	September	11	Thursday	37
2025-09-12	2025	3	9	September	12	Friday	37
2025-09-13	2025	3	9	September	13	Saturday	37
2025-09-14	2025	3	9	September	14	Sunday	37
2025-09-15	2025	3	9	September	15	Monday	38
2025-09-16	2025	3	9	September	16	Tuesday	38
2025-09-17	2025	3	9	September	17	Wednesday	38
2025-09-18	2025	3	9	September	18	Thursday	38
2025-09-19	2025	3	9	September	19	Friday	38
2025-09-20	2025	3	9	September	20	Saturday	38
2025-09-21	2025	3	9	September	21	Sunday	38
2025-09-22	2025	3	9	September	22	Monday	39
2025-09-23	2025	3	9	September	23	Tuesday	39
2025-09-24	2025	3	9	September	24	Wednesday	39
2025-09-25	2025	3	9	September	25	Thursday	39
2025-09-26	2025	3	9	September	26	Friday	39
2025-09-27	2025	3	9	September	27	Saturday	39
2025-09-28	2025	3	9	September	28	Sunday	39
2025-09-29	2025	3	9	September	29	Monday	40
2025-09-30	2025	3	9	September	30	Tuesday	40
2025-10-01	2025	4	10	October	1	Wednesday	40
2025-10-02	2025	4	10	October	2	Thursday	40
2025-10-03	2025	4	10	October	3	Friday	40
2025-10-04	2025	4	10	October	4	Saturday	40
2025-10-05	2025	4	10	October	5	Sunday	40
2025-10-06	2025	4	10	October	6	Monday	41
2025-10-07	2025	4	10	October	7	Tuesday	41
2025-10-08	2025	4	10	October	8	Wednesday	41
2025-10-09	2025	4	10	October	9	Thursday	41
2025-10-10	2025	4	10	October	10	Friday	41
2025-10-11	2025	4	10	October	11	Saturday	41
2025-10-12	2025	4	10	October	12	Sunday	41
2025-10-13	2025	4	10	October	13	Monday	42
2025-10-14	2025	4	10	October	14	Tuesday	42
2025-10-15	2025	4	10	October	15	Wednesday	42
2025-10-16	2025	4	10	October	16	Thursday	42
2025-10-17	2025	4	10	October	17	Friday	42
2025-10-18	2025	4	10	October	18	Saturday	42
2025-10-19	2025	4	10	October	19	Sunday	42
2025-10-20	2025	4	10	October	20	Monday	43
2025-10-21	2025	4	10	October	21	Tuesday	43
2025-10-22	2025	4	10	October	22	Wednesday	43
2025-10-23	2025	4	10	October	23	Thursday	43
2025-10-24	2025	4	10	October	24	Friday	43
2025-10-25	2025	4	10	October	25	Saturday	43
2025-10-26	2025	4	10	October	26	Sunday	43
2025-10-27	2025	4	10	October	27	Monday	44
2025-10-28	2025	4	10	October	28	Tuesday	44
2025-10-29	2025	4	10	October	29	Wednesday	44
2025-10-30	2025	4	10	October	30	Thursday	44
2025-10-31	2025	4	10	October	31	Friday	44
2025-11-01	2025	4	11	November	1	Saturday	44
2025-11-02	2025	4	11	November	2	Sunday	44
2025-11-03	2025	4	11	November	3	Monday	45
2025-11-04	2025	4	11	November	4	Tuesday	45
2025-11-05	2025	4	11	November	5	Wednesday	45
2025-11-06	2025	4	11	November	6	Thursday	45
2025-11-07	2025	4	11	November	7	Friday	45
2025-11-08	2025	4	11	November	8	Saturday	45
2025-11-09	2025	4	11	November	9	Sunday	45
2025-11-10	2025	4	11	November	10	Monday	46
2025-11-11	2025	4	11	November	11	Tuesday	46
2025-11-12	2025	4	11	November	12	Wednesday	46
2025-11-13	2025	4	11	November	13	Thursday	46
2025-11-14	2025	4	11	November	14	Friday	46
2025-11-15	2025	4	11	November	15	Saturday	46
2025-11-16	2025	4	11	November	16	Sunday	46
2025-11-17	2025	4	11	November	17	Monday	47
2025-11-18	2025	4	11	November	18	Tuesday	47
2025-11-19	2025	4	11	November	19	Wednesday	47
2025-11-20	2025	4	11	November	20	Thursday	47
2025-11-21	2025	4	11	November	21	Friday	47
2025-11-22	2025	4	11	November	22	Saturday	47
2025-11-23	2025	4	11	November	23	Sunday	47
2025-11-24	2025	4	11	November	24	Monday	48
2025-11-25	2025	4	11	November	25	Tuesday	48
2025-11-26	2025	4	11	November	26	Wednesday	48
2025-11-27	2025	4	11	November	27	Thursday	48
2025-11-28	2025	4	11	November	28	Friday	48
2025-11-29	2025	4	11	November	29	Saturday	48
2025-11-30	2025	4	11	November	30	Sunday	48
2025-12-01	2025	4	12	December	1	Monday	49
2025-12-02	2025	4	12	December	2	Tuesday	49
2025-12-03	2025	4	12	December	3	Wednesday	49
2025-12-04	2025	4	12	December	4	Thursday	49
2025-12-05	2025	4	12	December	5	Friday	49
2025-12-06	2025	4	12	December	6	Saturday	49
2025-12-07	2025	4	12	December	7	Sunday	49
2025-12-08	2025	4	12	December	8	Monday	50
2025-12-09	2025	4	12	December	9	Tuesday	50
2025-12-10	2025	4	12	December	10	Wednesday	50
2025-12-11	2025	4	12	December	11	Thursday	50
2025-12-12	2025	4	12	December	12	Friday	50
2025-12-13	2025	4	12	December	13	Saturday	50
2025-12-14	2025	4	12	December	14	Sunday	50
2025-12-15	2025	4	12	December	15	Monday	51
2025-12-16	2025	4	12	December	16	Tuesday	51
2025-12-17	2025	4	12	December	17	Wednesday	51
2025-12-18	2025	4	12	December	18	Thursday	51
2025-12-19	2025	4	12	December	19	Friday	51
2025-12-20	2025	4	12	December	20	Saturday	51
2025-12-21	2025	4	12	December	21	Sunday	51
2025-12-22	2025	4	12	December	22	Monday	52
2025-12-23	2025	4	12	December	23	Tuesday	52
2025-12-24	2025	4	12	December	24	Wednesday	52
2025-12-25	2025	4	12	December	25	Thursday	52
2025-12-26	2025	4	12	December	26	Friday	52
2025-12-27	2025	4	12	December	27	Saturday	52
2025-12-28	2025	4	12	December	28	Sunday	52
2025-12-29	2025	4	12	December	29	Monday	1
2025-12-30	2025	4	12	December	30	Tuesday	1
2025-12-31	2025	4	12	December	31	Wednesday	1
2026-01-01	2026	1	1	January	1	Thursday	1
2026-01-02	2026	1	1	January	2	Friday	1
2026-01-03	2026	1	1	January	3	Saturday	1
2026-01-04	2026	1	1	January	4	Sunday	1
2026-01-05	2026	1	1	January	5	Monday	2
2026-01-06	2026	1	1	January	6	Tuesday	2
2026-01-07	2026	1	1	January	7	Wednesday	2
2026-01-08	2026	1	1	January	8	Thursday	2
2026-01-09	2026	1	1	January	9	Friday	2
2026-01-10	2026	1	1	January	10	Saturday	2
2026-01-11	2026	1	1	January	11	Sunday	2
2026-01-12	2026	1	1	January	12	Monday	3
2026-01-13	2026	1	1	January	13	Tuesday	3
2026-01-14	2026	1	1	January	14	Wednesday	3
2026-01-15	2026	1	1	January	15	Thursday	3
2026-01-16	2026	1	1	January	16	Friday	3
2026-01-17	2026	1	1	January	17	Saturday	3
2026-01-18	2026	1	1	January	18	Sunday	3
2026-01-19	2026	1	1	January	19	Monday	4
2026-01-20	2026	1	1	January	20	Tuesday	4
2026-01-21	2026	1	1	January	21	Wednesday	4
2026-01-22	2026	1	1	January	22	Thursday	4
2026-01-23	2026	1	1	January	23	Friday	4
2026-01-24	2026	1	1	January	24	Saturday	4
2026-01-25	2026	1	1	January	25	Sunday	4
2026-01-26	2026	1	1	January	26	Monday	5
2026-01-27	2026	1	1	January	27	Tuesday	5
2026-01-28	2026	1	1	January	28	Wednesday	5
2026-01-29	2026	1	1	January	29	Thursday	5
2026-01-30	2026	1	1	January	30	Friday	5
2026-01-31	2026	1	1	January	31	Saturday	5
2026-02-01	2026	1	2	February	1	Sunday	5
2026-02-02	2026	1	2	February	2	Monday	6
2026-02-03	2026	1	2	February	3	Tuesday	6
2026-02-04	2026	1	2	February	4	Wednesday	6
2026-02-05	2026	1	2	February	5	Thursday	6
2026-02-06	2026	1	2	February	6	Friday	6
2026-02-07	2026	1	2	February	7	Saturday	6
2026-02-08	2026	1	2	February	8	Sunday	6
2026-02-09	2026	1	2	February	9	Monday	7
2026-02-10	2026	1	2	February	10	Tuesday	7
2026-02-11	2026	1	2	February	11	Wednesday	7
2026-02-12	2026	1	2	February	12	Thursday	7
2026-02-13	2026	1	2	February	13	Friday	7
2026-02-14	2026	1	2	February	14	Saturday	7
2026-02-15	2026	1	2	February	15	Sunday	7
2026-02-16	2026	1	2	February	16	Monday	8
2026-02-17	2026	1	2	February	17	Tuesday	8
2026-02-18	2026	1	2	February	18	Wednesday	8
2026-02-19	2026	1	2	February	19	Thursday	8
2026-02-20	2026	1	2	February	20	Friday	8
2026-02-21	2026	1	2	February	21	Saturday	8
2026-02-22	2026	1	2	February	22	Sunday	8
2026-02-23	2026	1	2	February	23	Monday	9
2026-02-24	2026	1	2	February	24	Tuesday	9
2026-02-25	2026	1	2	February	25	Wednesday	9
2026-02-26	2026	1	2	February	26	Thursday	9
2026-02-27	2026	1	2	February	27	Friday	9
2026-02-28	2026	1	2	February	28	Saturday	9
2026-03-01	2026	1	3	March	1	Sunday	9
2026-03-02	2026	1	3	March	2	Monday	10
2026-03-03	2026	1	3	March	3	Tuesday	10
2026-03-04	2026	1	3	March	4	Wednesday	10
2026-03-05	2026	1	3	March	5	Thursday	10
2026-03-06	2026	1	3	March	6	Friday	10
2026-03-07	2026	1	3	March	7	Saturday	10
2026-03-08	2026	1	3	March	8	Sunday	10
2026-03-09	2026	1	3	March	9	Monday	11
2026-03-10	2026	1	3	March	10	Tuesday	11
2026-03-11	2026	1	3	March	11	Wednesday	11
2026-03-12	2026	1	3	March	12	Thursday	11
2026-03-13	2026	1	3	March	13	Friday	11
2026-03-14	2026	1	3	March	14	Saturday	11
2026-03-15	2026	1	3	March	15	Sunday	11
2026-03-16	2026	1	3	March	16	Monday	12
2026-03-17	2026	1	3	March	17	Tuesday	12
2026-03-18	2026	1	3	March	18	Wednesday	12
2026-03-19	2026	1	3	March	19	Thursday	12
2026-03-20	2026	1	3	March	20	Friday	12
2026-03-21	2026	1	3	March	21	Saturday	12
2026-03-22	2026	1	3	March	22	Sunday	12
2026-03-23	2026	1	3	March	23	Monday	13
2026-03-24	2026	1	3	March	24	Tuesday	13
2026-03-25	2026	1	3	March	25	Wednesday	13
2026-03-26	2026	1	3	March	26	Thursday	13
2026-03-27	2026	1	3	March	27	Friday	13
2026-03-28	2026	1	3	March	28	Saturday	13
2026-03-29	2026	1	3	March	29	Sunday	13
2026-03-30	2026	1	3	March	30	Monday	14
2026-03-31	2026	1	3	March	31	Tuesday	14
2026-04-01	2026	2	4	April	1	Wednesday	14
2026-04-02	2026	2	4	April	2	Thursday	14
